name,province,city,date,letter,gifts
Sarah,Yukon,Whitehorse,2024-12-10,"Dear Santa,

I hope this letter finds you well. My name is Sarah, and I live in Whitehorse, Yukon. 
This year, I've been on my best behavior. For Christmas, I would really love a Apple iPad (10th Generation). 
If you can, I would also be thrilled to receive a e.l.f. Halo Glow Liquid Filter.

Thank you for all the joy you bring!
Sincerely,
Sarah
","Apple iPad (10th Generation), e.l.f. Halo Glow Liquid Filter"
Elizabeth,Northwest Territories,Inuvik,2024-11-21,"Santa, my main man!

Elizabeth here, chillin' in Inuvik, Northwest Territories. I've been keeping it real and staying good.
I'm dreaming of unwrapping a Surprise Toy Bath Bombs on Christmas morning. And if you're feeling generous, a virtual pet robot would be the cherry on top!

You're the GOAT, Santa!
Elizabeth
","Surprise Toy Bath Bombs, virtual pet robot"
Leslie,Nunavut,Cambridge Bay,2024-11-01,"Dear Santa,

I hope this letter finds you well. My name is Leslie, and I live in Cambridge Bay, Nunavut. 
This year, I've been on my best behavior. For Christmas, I would really love a Live Christmas Tree (Norfolk Island Pine). 
If you can, I would also be thrilled to receive a mini drone.

Thank you for all the joy you bring!
Sincerely,
Leslie
","Live Christmas Tree (Norfolk Island Pine), mini drone"
Sarah,Prince Edward Island,Charlottetown,2024-11-06,"Yo Santa!

Sarah checking in from Charlottetown, Prince Edward Island. This year's been wild, but I've kept it cool. 
I'm hyped about maybe getting a Harry Potter Crookshanks Plush. And, if you're feeling extra jolly, a LEGO Sets would blow my mind!

Stay frosty!
Sarah
","Harry Potter Crookshanks Plush, LEGO Sets"
Darlene,New Brunswick,Moncton,2024-12-13,"Dear Santa Claus,

Hello! My name is Darlene, and I live in Moncton, New Brunswick.
I’ve been very kind and helpful this year. For Christmas, I would really like a The Clearly Impossible Puzzle.
It would also make me so happy to have a virtual reality headset if you can manage it.

Thank you so much, Santa!
Yours truly,
Darlene
","The Clearly Impossible Puzzle, virtual reality headset"
Mallory,British Columbia,Vancouver,2024-11-25,"Hello Santa,

My name is Mallory, and I come from Vancouver, British Columbia.
This year, I’ve tried to spread kindness and be the best I can be. For Christmas, I would 
be delighted to unwrap a Pom Pom Beanie with LED Light. And if it’s possible, I’d also really appreciate a solar-powered phone charger.

Thanks for making Christmas magical!
With gratitude,
Mallory
","Pom Pom Beanie with LED Light, solar-powered phone charger"
Victor,New Brunswick,Moncton,2024-12-17,"Dear Santa Claus,

Hello! My name is Victor, and I live in Moncton, New Brunswick.
I’ve been very kind and helpful this year. For Christmas, I would really like a Surprise Toy Bath Bombs.
It would also make me so happy to have a book if you can manage it.

Thank you so much, Santa!
Yours truly,
Victor
","Surprise Toy Bath Bombs, book"
William,Nova Scotia,Halifax,2024-12-17,"Santa, my main man!

William here, chillin' in Halifax, Nova Scotia. I've been keeping it real and staying good.
I'm dreaming of unwrapping a color-changing smart light bulb on Christmas morning. And if you're feeling generous, a Amazon Fire HD 10 Kids Pro would be the cherry on top!

You're the GOAT, Santa!
William
","color-changing smart light bulb, Amazon Fire HD 10 Kids Pro"
Derrick,Newfoundland and Labrador,Corner Brook,2024-12-14,"Hi there, Santa!

It's Derrick from Corner Brook, Newfoundland and Labrador. I've been trying my best to stay on the nice list.
I'm really wishing for a portable projector this year. And if it's not too much, a Samsung Galaxy Tab A9+ would be amazing too!

Thanks for all you do!
Derrick
","portable projector, Samsung Galaxy Tab A9+"
Shane,Yukon,Watson Lake,2024-12-11,"Hi Santa!

Shane here, waving from Watson Lake, Yukon. I've been trying my best to be good (most of the time).
I'm really hoping to find a Skullcandy Dime 2 In-Ear Wireless Earbuds under the tree. And if there's room in your bag, a customized photo puzzle would be amazing!

Thanks for being awesome!
Shane
","Skullcandy Dime 2 In-Ear Wireless Earbuds, customized photo puzzle"
Jason,Alberta,Calgary,2024-11-19,"Santa, my dude!

Jason here, repping Calgary, Alberta. I've been good(ish) this year, promise!
I'm crossing my fingers for a interactive storybook projector. And if you're feeling extra magical, a skateboard would make my year!

You rock, Santa!
Jason
","interactive storybook projector, skateboard"
Kelly,New Brunswick,Fredericton,2024-11-25,"Dear S-Claus,

It's your pal Kelly from Fredericton, New Brunswick. I've been working on my nice game all year.
I'm really hoping for a LEGO Sets this Christmas. And hey, if you're in a giving mood, a LEGO Star Wars Set would be awesome too!

Thanks for being you!
Kelly
","LEGO Sets, LEGO Star Wars Set"
Cole,Ontario,Toronto,2024-11-03,"Hi Santa!

Cole here, waving from Toronto, Ontario. I've been trying my best to be good (most of the time).
I'm really hoping to find a desktop bonsai tree kit under the tree. And if there's room in your bag, a X-Shot Excel Reflex 6 Blaster would be amazing!

Thanks for being awesome!
Cole
","desktop bonsai tree kit, X-Shot Excel Reflex 6 Blaster"
Eric,Quebec,Laval,2024-12-14,"Dear Santa Claus,

Eric here from Laval, Quebec. I've been working hard on being good this year.
I'm really excited about the possibility of getting a Apple Watch. And if it's not too much to ask, a mini drone would be incredible!

Thanks for spreading joy!
Eric
","Apple Watch, mini drone"
Benjamin,Saskatchewan,Saskatoon,2024-12-23,"Hey Santa!

What's up? It's Benjamin here from Saskatoon, Saskatchewan. I've been crushing it this year - no coal for me, right? 😉
I'm dreaming of a bicycle under the tree. Oh, and if you've got room in that sleigh, a noise-cancelling headphones would be epic too!

You're the best, big guy!
Benjamin
","bicycle, noise-cancelling headphones"
Max,Quebec,Quebec City,2024-12-18,"Hey Santa!

What's up? It's Max here from Quebec City, Quebec. I've been crushing it this year - no coal for me, right? 😉
I'm dreaming of a doll under the tree. Oh, and if you've got room in that sleigh, a Harry Potter Wand would be epic too!

You're the best, big guy!
Max
","doll, Harry Potter Wand"
Kathryn,Newfoundland and Labrador,Gander,2024-12-03,"Hey Santa, what's good?

It's your buddy Kathryn from Gander, Newfoundland and Labrador. I've been trying to keep my cool all year.
I'm really hoping to score a portable bluetooth speaker this Christmas. And if you've got any magic left, a ElectroCubes Nightlight Building Set would be sick!

Keep sleighing it, Santa!
Kathryn
","portable bluetooth speaker, ElectroCubes Nightlight Building Set"
Mary,Nova Scotia,Sydney,2024-11-21,"Yo Santa!

Mary checking in from Sydney, Nova Scotia. This year's been wild, but I've kept it cool. 
I'm hyped about maybe getting a indoor herb garden kit. And, if you're feeling extra jolly, a The Clearly Impossible Puzzle would blow my mind!

Stay frosty!
Mary
","indoor herb garden kit, The Clearly Impossible Puzzle"
Jacob,Ontario,Mississauga,2024-11-01,"Dear Santa Claus,

It’s Jacob here from Mississauga, Ontario! I hope you and the reindeer are doing great.
This year, I’ve been really good, and I’d be super excited to get a Amazon Fire HD 10 Kids Pro.
And if it’s okay, I’d also love a Harry Potter Crookshanks Plush to make the holidays even more special.

Thanks so much, Santa!
Love,
Jacob
","Amazon Fire HD 10 Kids Pro, Harry Potter Crookshanks Plush"
Ronald,Ontario,Mississauga,2024-11-29,"S-man!

What's crackin'? It's Ronald from Mississauga, Ontario. I've been keeping my nose clean all year.
I'm super stoked about maybe getting a Barbie Dreamhouse. And if you're feeling extra jolly, a desktop air purifier would be off the hook!

You're a legend, Santa!
Ronald
","Barbie Dreamhouse, desktop air purifier"
Corey,Prince Edward Island,Charlottetown,2024-11-21,"S-man!

What's crackin'? It's Corey from Charlottetown, Prince Edward Island. I've been keeping my nose clean all year.
I'm super stoked about maybe getting a portable campfire. And if you're feeling extra jolly, a Pom Pom Beanie with LED Light would be off the hook!

You're a legend, Santa!
Corey
","portable campfire, Pom Pom Beanie with LED Light"
Holly,Newfoundland and Labrador,Gander,2024-11-02,"Dear Santa,

I hope this letter finds you well. My name is Holly, and I live in Gander, Newfoundland and Labrador. 
This year, I've been on my best behavior. For Christmas, I would really love a LEGO Star Wars Set. 
If you can, I would also be thrilled to receive a Amazon Fire HD 10 Kids Pro.

Thank you for all the joy you bring!
Sincerely,
Holly
","LEGO Star Wars Set, Amazon Fire HD 10 Kids Pro"
Julie,Manitoba,Brandon,2024-11-30,"Hi Santa,

I'm Julie from Brandon, Manitoba. It's been a great year, and I've tried my best to be good. 
For Christmas, I have my eyes set on a virtual pet robot. If it’s not too much trouble, I’d also love a color-changing smart light bulb.

Happy Holidays, Santa!
Best wishes,
Julie
","virtual pet robot, color-changing smart light bulb"
Robert,Alberta,Edmonton,2024-11-05,"Santa, my main man!

Robert here, chillin' in Edmonton, Alberta. I've been keeping it real and staying good.
I'm dreaming of unwrapping a toy car on Christmas morning. And if you're feeling generous, a LEGO Creator 3-in-1 Mighty Dinosaurs would be the cherry on top!

You're the GOAT, Santa!
Robert
","toy car, LEGO Creator 3-in-1 Mighty Dinosaurs"
Peter,Yukon,Watson Lake,2024-11-19,"To Santa Claus,

My name is Peter, and I live in Watson Lake, Yukon.
This year, I’ve worked really hard to stay on the 'nice' list. For Christmas, I would be so happy 
to receive a mini drone. And if it’s not too much to ask, I would love a scratch-off world map as well.

Thank you so much, Santa!
Warm regards,
Peter
","mini drone, scratch-off world map"
Veronica,Alberta,Red Deer,2024-11-24,"Hi there, Santa!

It's Veronica from Red Deer, Alberta. I've been trying my best to stay on the nice list.
I'm really wishing for a virtual reality headset this year. And if it's not too much, a RC Controlled Paper Airplane Kit would be amazing too!

Thanks for all you do!
Veronica
","virtual reality headset, RC Controlled Paper Airplane Kit"
Tammy,New Brunswick,Moncton,2024-12-09,"Yo Santa!

Tammy checking in from Moncton, New Brunswick. This year's been wild, but I've kept it cool. 
I'm hyped about maybe getting a LED Light-Up Sneakers. And, if you're feeling extra jolly, a teddy bear would blow my mind!

Stay frosty!
Tammy
","LED Light-Up Sneakers, teddy bear"
Tracy,Nova Scotia,Dartmouth,2024-11-18,"Dear Santa,

I hope this letter finds you well. My name is Tracy, and I live in Dartmouth, Nova Scotia. 
This year, I've been on my best behavior. For Christmas, I would really love a portable campfire. 
If you can, I would also be thrilled to receive a Rainbow Loom Charm Bracelet Kit.

Thank you for all the joy you bring!
Sincerely,
Tracy
","portable campfire, Rainbow Loom Charm Bracelet Kit"
Kathleen,Yukon,Dawson City,2024-12-03,"Hi there, Santa!

It's Kathleen from Dawson City, Yukon. I've been trying my best to stay on the nice list.
I'm really wishing for a Apple iPad (10th Generation) this year. And if it's not too much, a Electric Candle Lighter would be amazing too!

Thanks for all you do!
Kathleen
","Apple iPad (10th Generation), Electric Candle Lighter"
Tara,Alberta,Red Deer,2024-11-10,"Hey Santa, what's good?

It's your buddy Tara from Red Deer, Alberta. I've been trying to keep my cool all year.
I'm really hoping to score a Transformers Authentics Optimus Prime this Christmas. And if you've got any magic left, a virtual pet robot would be sick!

Keep sleighing it, Santa!
Tara
","Transformers Authentics Optimus Prime, virtual pet robot"
Daniel,Manitoba,Brandon,2024-12-24,"Santa, my dude!

Daniel here, repping Brandon, Manitoba. I've been good(ish) this year, promise!
I'm crossing my fingers for a Surprise Toy Bath Bombs. And if you're feeling extra magical, a wireless charging pad would make my year!

You rock, Santa!
Daniel
","Surprise Toy Bath Bombs, wireless charging pad"
Kenneth,Northwest Territories,Inuvik,2024-12-07,"Dear Santa Claus,

It’s Kenneth here from Inuvik, Northwest Territories! I hope you and the reindeer are doing great.
This year, I’ve been really good, and I’d be super excited to get a robot.
And if it’s okay, I’d also love a Transformers Authentics Optimus Prime to make the holidays even more special.

Thanks so much, Santa!
Love,
Kenneth
","robot, Transformers Authentics Optimus Prime"
Jesse,Prince Edward Island,Charlottetown,2024-12-01,"Dear Santa Claus,

It’s Jesse here from Charlottetown, Prince Edward Island! I hope you and the reindeer are doing great.
This year, I’ve been really good, and I’d be super excited to get a Transformers Authentics Optimus Prime.
And if it’s okay, I’d also love a scratch-off world map to make the holidays even more special.

Thanks so much, Santa!
Love,
Jesse
","Transformers Authentics Optimus Prime, scratch-off world map"
Evelyn,Alberta,Red Deer,2024-12-08,"S-man!

What's crackin'? It's Evelyn from Red Deer, Alberta. I've been keeping my nose clean all year.
I'm super stoked about maybe getting a customized photo puzzle. And if you're feeling extra jolly, a smart home assistant would be off the hook!

You're a legend, Santa!
Evelyn
","customized photo puzzle, smart home assistant"
Julian,New Brunswick,Fredericton,2024-12-03,"Dear Santa,

I hope this letter finds you well. My name is Julian, and I live in Fredericton, New Brunswick. 
This year, I've been on my best behavior. For Christmas, I would really love a The Clearly Impossible Puzzle. 
If you can, I would also be thrilled to receive a Skullcandy Dime 2 In-Ear Wireless Earbuds.

Thank you for all the joy you bring!
Sincerely,
Julian
","The Clearly Impossible Puzzle, Skullcandy Dime 2 In-Ear Wireless Earbuds"
Paul,Saskatchewan,Prince Albert,2024-11-09,"Dear Santa,

I hope this letter finds you well. My name is Paul, and I live in Prince Albert, Saskatchewan. 
This year, I've been on my best behavior. For Christmas, I would really love a Transformers Authentics Optimus Prime. 
If you can, I would also be thrilled to receive a Yellow Dress-Up Set.

Thank you for all the joy you bring!
Sincerely,
Paul
","Transformers Authentics Optimus Prime, Yellow Dress-Up Set"
Johnny,Saskatchewan,Regina,2024-12-05,"Yo Santa!

Johnny checking in from Regina, Saskatchewan. This year's been wild, but I've kept it cool. 
I'm hyped about maybe getting a portable bluetooth speaker. And, if you're feeling extra jolly, a personalized leather journal would blow my mind!

Stay frosty!
Johnny
","portable bluetooth speaker, personalized leather journal"
Christopher,Ontario,Brampton,2024-11-08,"Hi Santa,

I'm Christopher from Brampton, Ontario. It's been a great year, and I've tried my best to be good. 
For Christmas, I have my eyes set on a Temporary Tattoo Markers Kit. If it’s not too much trouble, I’d also love a art supplies.

Happy Holidays, Santa!
Best wishes,
Christopher
","Temporary Tattoo Markers Kit, art supplies"
Douglas,Newfoundland and Labrador,St. John's,2024-11-23,"Hey Santa, what's good?

It's your buddy Douglas from St. John's, Newfoundland and Labrador. I've been trying to keep my cool all year.
I'm really hoping to score a electric scooter this Christmas. And if you've got any magic left, a interactive storybook projector would be sick!

Keep sleighing it, Santa!
Douglas
","electric scooter, interactive storybook projector"
Aimee,Alberta,Lethbridge,2024-12-14,"Hey Santa!

What's up? It's Aimee here from Lethbridge, Alberta. I've been crushing it this year - no coal for me, right? 😉
I'm dreaming of a virtual pet robot under the tree. Oh, and if you've got room in that sleigh, a smart fitness tracker would be epic too!

You're the best, big guy!
Aimee
","virtual pet robot, smart fitness tracker"
Jon,Nova Scotia,Sydney,2024-12-18,"Dear Santa Claus,

Hello! My name is Jon, and I live in Sydney, Nova Scotia.
I’ve been very kind and helpful this year. For Christmas, I would really like a magnetic levitating globe.
It would also make me so happy to have a e.l.f. Halo Glow Liquid Filter if you can manage it.

Thank you so much, Santa!
Yours truly,
Jon
","magnetic levitating globe, e.l.f. Halo Glow Liquid Filter"
Justin,Newfoundland and Labrador,Corner Brook,2024-12-17,"Santa, my main man!

Justin here, chillin' in Corner Brook, Newfoundland and Labrador. I've been keeping it real and staying good.
I'm dreaming of unwrapping a ElectroCubes Nightlight Building Set on Christmas morning. And if you're feeling generous, a Nintendo Switch Game would be the cherry on top!

You're the GOAT, Santa!
Justin
","ElectroCubes Nightlight Building Set, Nintendo Switch Game"
Charles,Northwest Territories,Yellowknife,2024-11-25,"Dear Santa,

I hope this letter finds you well. My name is Charles, and I live in Yellowknife, Northwest Territories. 
This year, I've been on my best behavior. For Christmas, I would really love a Skullcandy Dime 2 In-Ear Wireless Earbuds. 
If you can, I would also be thrilled to receive a vintage-style typewriter keyboard.

Thank you for all the joy you bring!
Sincerely,
Charles
","Skullcandy Dime 2 In-Ear Wireless Earbuds, vintage-style typewriter keyboard"
Debra,Newfoundland and Labrador,Corner Brook,2024-11-30,"Dear Santa Claus,

Hello! My name is Debra, and I live in Corner Brook, Newfoundland and Labrador.
I’ve been very kind and helpful this year. For Christmas, I would really like a Rechargeable Hand Warmer.
It would also make me so happy to have a solar-powered phone charger if you can manage it.

Thank you so much, Santa!
Yours truly,
Debra
","Rechargeable Hand Warmer, solar-powered phone charger"
Daniel,Manitoba,Brandon,2024-12-05,"Hey Santa, what's good?

It's your buddy Daniel from Brandon, Manitoba. I've been trying to keep my cool all year.
I'm really hoping to score a portable bluetooth speaker this Christmas. And if you've got any magic left, a LED Light-Up Sneakers would be sick!

Keep sleighing it, Santa!
Daniel
","portable bluetooth speaker, LED Light-Up Sneakers"
Carly,Yukon,Watson Lake,2024-12-23,"Santa, my dude!

Carly here, repping Watson Lake, Yukon. I've been good(ish) this year, promise!
I'm crossing my fingers for a Teenage Mutant Ninja Turtles Figures. And if you're feeling extra magical, a Amazon Fire HD 10 Kids Pro would make my year!

You rock, Santa!
Carly
","Teenage Mutant Ninja Turtles Figures, Amazon Fire HD 10 Kids Pro"
Pamela,Yukon,Dawson City,2024-11-12,"Santa, my dude!

Pamela here, repping Dawson City, Yukon. I've been good(ish) this year, promise!
I'm crossing my fingers for a Live Christmas Tree (Norfolk Island Pine). And if you're feeling extra magical, a foldable travel backpack would make my year!

You rock, Santa!
Pamela
","Live Christmas Tree (Norfolk Island Pine), foldable travel backpack"
Amber,British Columbia,Vancouver,2024-11-18,"Santa, my dude!

Amber here, repping Vancouver, British Columbia. I've been good(ish) this year, promise!
I'm crossing my fingers for a wireless gaming mouse. And if you're feeling extra magical, a digital art drawing tablet would make my year!

You rock, Santa!
Amber
","wireless gaming mouse, digital art drawing tablet"
Logan,Manitoba,Brandon,2024-11-07,"Dear Santa,

I hope this letter finds you well. My name is Logan, and I live in Brandon, Manitoba. 
This year, I've been on my best behavior. For Christmas, I would really love a digital art drawing tablet. 
If you can, I would also be thrilled to receive a Rainbow Loom Charm Bracelet Kit.

Thank you for all the joy you bring!
Sincerely,
Logan
","digital art drawing tablet, Rainbow Loom Charm Bracelet Kit"
Alicia,Yukon,Dawson City,2024-11-26,"Hi there, Santa!

It's Alicia from Dawson City, Yukon. I've been trying my best to stay on the nice list.
I'm really wishing for a scratch-off world map this year. And if it's not too much, a doll would be amazing too!

Thanks for all you do!
Alicia
","scratch-off world map, doll"
Kristen,Alberta,Calgary,2024-12-12,"S-man!

What's crackin'? It's Kristen from Calgary, Alberta. I've been keeping my nose clean all year.
I'm super stoked about maybe getting a noise-cancelling headphones. And if you're feeling extra jolly, a interactive storybook projector would be off the hook!

You're a legend, Santa!
Kristen
","noise-cancelling headphones, interactive storybook projector"
Lauren,Alberta,Calgary,2024-11-21,"S-man!

What's crackin'? It's Lauren from Calgary, Alberta. I've been keeping my nose clean all year.
I'm super stoked about maybe getting a ElectroCubes Nightlight Building Set. And if you're feeling extra jolly, a Minnie Mouse Hat and Mittens would be off the hook!

You're a legend, Santa!
Lauren
","ElectroCubes Nightlight Building Set, Minnie Mouse Hat and Mittens"
Jenna,Ontario,Ottawa,2024-11-17,"Hi Santa!

Jenna here, waving from Ottawa, Ontario. I've been trying my best to be good (most of the time).
I'm really hoping to find a Out to Impress Jewelry Set under the tree. And if there's room in your bag, a Harry Potter Wand would be amazing!

Thanks for being awesome!
Jenna
","Out to Impress Jewelry Set, Harry Potter Wand"
Jessica,Manitoba,Winnipeg,2024-12-19,"Santa, my main man!

Jessica here, chillin' in Winnipeg, Manitoba. I've been keeping it real and staying good.
I'm dreaming of unwrapping a mini drone on Christmas morning. And if you're feeling generous, a The Clearly Impossible Puzzle would be the cherry on top!

You're the GOAT, Santa!
Jessica
","mini drone, The Clearly Impossible Puzzle"
Jason,Nova Scotia,Dartmouth,2024-12-05,"Hi Santa!

Jason here, waving from Dartmouth, Nova Scotia. I've been trying my best to be good (most of the time).
I'm really hoping to find a smart home assistant under the tree. And if there's room in your bag, a programmable LED message board would be amazing!

Thanks for being awesome!
Jason
","smart home assistant, programmable LED message board"
Emily,Nunavut,Rankin Inlet,2024-12-12,"S-man!

What's crackin'? It's Emily from Rankin Inlet, Nunavut. I've been keeping my nose clean all year.
I'm super stoked about maybe getting a desktop bonsai tree kit. And if you're feeling extra jolly, a Amazon Fire HD 10 Kids Pro would be off the hook!

You're a legend, Santa!
Emily
","desktop bonsai tree kit, Amazon Fire HD 10 Kids Pro"
Joshua,Yukon,Watson Lake,2024-12-09,"Hello Santa,

My name is Joshua, and I come from Watson Lake, Yukon.
This year, I’ve tried to spread kindness and be the best I can be. For Christmas, I would 
be delighted to unwrap a Out to Impress Jewelry Set. And if it’s possible, I’d also really appreciate a bicycle.

Thanks for making Christmas magical!
With gratitude,
Joshua
","Out to Impress Jewelry Set, bicycle"
Susan,Newfoundland and Labrador,St. John's,2024-12-16,"Dear S-Claus,

It's your pal Susan from St. John's, Newfoundland and Labrador. I've been working on my nice game all year.
I'm really hoping for a interactive storybook projector this Christmas. And hey, if you're in a giving mood, a noise-cancelling headphones would be awesome too!

Thanks for being you!
Susan
","interactive storybook projector, noise-cancelling headphones"
Gregory,Saskatchewan,Regina,2024-11-05,"Yo Santa!

Gregory checking in from Regina, Saskatchewan. This year's been wild, but I've kept it cool. 
I'm hyped about maybe getting a doll. And, if you're feeling extra jolly, a Harry Potter Crookshanks Plush would blow my mind!

Stay frosty!
Gregory
","doll, Harry Potter Crookshanks Plush"
Jeffery,Yukon,Watson Lake,2024-12-23,"S-man!

What's crackin'? It's Jeffery from Watson Lake, Yukon. I've been keeping my nose clean all year.
I'm super stoked about maybe getting a customizable neon sign. And if you're feeling extra jolly, a 5 Surprise NBA Ballers would be off the hook!

You're a legend, Santa!
Jeffery
","customizable neon sign, 5 Surprise NBA Ballers"
Laura,Alberta,Edmonton,2024-11-29,"S-man!

What's crackin'? It's Laura from Edmonton, Alberta. I've been keeping my nose clean all year.
I'm super stoked about maybe getting a Teenage Mutant Ninja Turtles Figures. And if you're feeling extra jolly, a smartphone tripod would be off the hook!

You're a legend, Santa!
Laura
","Teenage Mutant Ninja Turtles Figures, smartphone tripod"
Tyler,Yukon,Whitehorse,2024-12-18,"S-man!

What's crackin'? It's Tyler from Whitehorse, Yukon. I've been keeping my nose clean all year.
I'm super stoked about maybe getting a robot. And if you're feeling extra jolly, a wireless gaming mouse would be off the hook!

You're a legend, Santa!
Tyler
","robot, wireless gaming mouse"
James,British Columbia,Surrey,2024-11-20,"Santa, my dude!

James here, repping Surrey, British Columbia. I've been good(ish) this year, promise!
I'm crossing my fingers for a customizable neon sign. And if you're feeling extra magical, a virtual pet robot would make my year!

You rock, Santa!
James
","customizable neon sign, virtual pet robot"
Erica,British Columbia,Surrey,2024-12-17,"Dear S-Claus,

It's your pal Erica from Surrey, British Columbia. I've been working on my nice game all year.
I'm really hoping for a Small Stoneware Vase this Christmas. And hey, if you're in a giving mood, a smart home assistant would be awesome too!

Thanks for being you!
Erica
","Small Stoneware Vase, smart home assistant"
Jennifer,Ontario,Brampton,2024-11-26,"Santa, my dude!

Jennifer here, repping Brampton, Ontario. I've been good(ish) this year, promise!
I'm crossing my fingers for a Amazon Fire HD 10 Kids Pro. And if you're feeling extra magical, a e.l.f. Halo Glow Liquid Filter would make my year!

You rock, Santa!
Jennifer
","Amazon Fire HD 10 Kids Pro, e.l.f. Halo Glow Liquid Filter"
Christopher,Saskatchewan,Prince Albert,2024-11-06,"Dear S-Claus,

It's your pal Christopher from Prince Albert, Saskatchewan. I've been working on my nice game all year.
I'm really hoping for a Squishmallows (Hello Kitty, Piplup, Adopt Me! Queen Bee) this Christmas. And hey, if you're in a giving mood, a programmable LED message board would be awesome too!

Thanks for being you!
Christopher
","Squishmallows (Hello Kitty, Piplup, Adopt Me! Queen Bee), programmable LED message board"
Charles,Alberta,Edmonton,2024-11-17,"Dear Santa Claus,

Hello! My name is Charles, and I live in Edmonton, Alberta.
I’ve been very kind and helpful this year. For Christmas, I would really like a solar-powered phone charger.
It would also make me so happy to have a doll if you can manage it.

Thank you so much, Santa!
Yours truly,
Charles
","solar-powered phone charger, doll"
Diamond,Yukon,Whitehorse,2024-11-05,"Hello Santa,

My name is Diamond, and I come from Whitehorse, Yukon.
This year, I’ve tried to spread kindness and be the best I can be. For Christmas, I would 
be delighted to unwrap a customized photo puzzle. And if it’s possible, I’d also really appreciate a Apple iPad Air.

Thanks for making Christmas magical!
With gratitude,
Diamond
","customized photo puzzle, Apple iPad Air"
Frank,Prince Edward Island,Charlottetown,2024-12-11,"Hi Santa!

Frank here, waving from Charlottetown, Prince Edward Island. I've been trying my best to be good (most of the time).
I'm really hoping to find a interactive storybook projector under the tree. And if there's room in your bag, a solar-powered phone charger would be amazing!

Thanks for being awesome!
Frank
","interactive storybook projector, solar-powered phone charger"
Angela,British Columbia,Burnaby,2024-12-02,"Santa, my dude!

Angela here, repping Burnaby, British Columbia. I've been good(ish) this year, promise!
I'm crossing my fingers for a Minnie Mouse Hat and Mittens. And if you're feeling extra magical, a customized photo puzzle would make my year!

You rock, Santa!
Angela
","Minnie Mouse Hat and Mittens, customized photo puzzle"
Matthew,Nova Scotia,Halifax,2024-12-04,"Hey Santa, what's good?

It's your buddy Matthew from Halifax, Nova Scotia. I've been trying to keep my cool all year.
I'm really hoping to score a robot this Christmas. And if you've got any magic left, a mini waffle maker would be sick!

Keep sleighing it, Santa!
Matthew
","robot, mini waffle maker"
Louis,Quebec,Laval,2024-11-18,"S-man!

What's crackin'? It's Louis from Laval, Quebec. I've been keeping my nose clean all year.
I'm super stoked about maybe getting a digital art drawing tablet. And if you're feeling extra jolly, a book would be off the hook!

You're a legend, Santa!
Louis
","digital art drawing tablet, book"
Steven,Nova Scotia,Sydney,2024-11-24,"Dear Santa Claus,

Hello! My name is Steven, and I live in Sydney, Nova Scotia.
I’ve been very kind and helpful this year. For Christmas, I would really like a book.
It would also make me so happy to have a indoor herb garden kit if you can manage it.

Thank you so much, Santa!
Yours truly,
Steven
","book, indoor herb garden kit"
Craig,British Columbia,Vancouver,2024-11-15,"Santa, my dude!

Craig here, repping Vancouver, British Columbia. I've been good(ish) this year, promise!
I'm crossing my fingers for a mini drone. And if you're feeling extra magical, a solar-powered phone charger would make my year!

You rock, Santa!
Craig
","mini drone, solar-powered phone charger"
Kathryn,Alberta,Calgary,2024-11-17,"Dear Santa Claus,

Kathryn here from Calgary, Alberta. I've been working hard on being good this year.
I'm really excited about the possibility of getting a virtual reality headset. And if it's not too much to ask, a programmable LED message board would be incredible!

Thanks for spreading joy!
Kathryn
","virtual reality headset, programmable LED message board"
Charlotte,New Brunswick,Fredericton,2024-12-02,"Dear Santa Claus,

Hello! My name is Charlotte, and I live in Fredericton, New Brunswick.
I’ve been very kind and helpful this year. For Christmas, I would really like a e.l.f. Halo Glow Liquid Filter.
It would also make me so happy to have a video game if you can manage it.

Thank you so much, Santa!
Yours truly,
Charlotte
","e.l.f. Halo Glow Liquid Filter, video game"
Michael,Ontario,Ottawa,2024-12-16,"Hi Santa!

Michael here, waving from Ottawa, Ontario. I've been trying my best to be good (most of the time).
I'm really hoping to find a The Clearly Impossible Puzzle under the tree. And if there's room in your bag, a portable campfire would be amazing!

Thanks for being awesome!
Michael
","The Clearly Impossible Puzzle, portable campfire"
David,Saskatchewan,Saskatoon,2024-12-09,"Hey Santa!

What's up? It's David here from Saskatoon, Saskatchewan. I've been crushing it this year - no coal for me, right? 😉
I'm dreaming of a Temporary Tattoo Markers Kit under the tree. Oh, and if you've got room in that sleigh, a solar-powered phone charger would be epic too!

You're the best, big guy!
David
","Temporary Tattoo Markers Kit, solar-powered phone charger"
Melissa,Quebec,Gatineau,2024-11-04,"Hey Santa, what's good?

It's your buddy Melissa from Gatineau, Quebec. I've been trying to keep my cool all year.
I'm really hoping to score a Rechargeable Hand Warmer this Christmas. And if you've got any magic left, a Skullcandy Dime 2 In-Ear Wireless Earbuds would be sick!

Keep sleighing it, Santa!
Melissa
","Rechargeable Hand Warmer, Skullcandy Dime 2 In-Ear Wireless Earbuds"
Angela,Manitoba,Winnipeg,2024-12-03,"Santa, my dude!

Angela here, repping Winnipeg, Manitoba. I've been good(ish) this year, promise!
I'm crossing my fingers for a noise-cancelling headphones. And if you're feeling extra magical, a indoor herb garden kit would make my year!

You rock, Santa!
Angela
","noise-cancelling headphones, indoor herb garden kit"
